layer,from,to
9,14,21
9,14,40
9,10,37
9,10,40
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,37
9,10,37
9,10,90
9,10,90
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,80
9,10,90
9,10,37
9,10,77
9,10,40
9,10,40
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,60
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,37
9,10,37
9,11,36
9,10,87
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,37
9,10,90
9,14,60
9,10,90
9,11,36
9,11,36
9,11,36
9,11,36
9,10,80
9,10,23
9,11,36
9,11,36
9,11,36
9,11,36
9,11,36
9,11,87
9,11,36
9,11,36
9,10,80
9,10,80
9,10,90
9,10,90
9,10,90
9,10,80
9,10,60
9,10,37
9,10,80
9,10,77
9,10,37
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,80
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,37
9,10,37
9,10,37
9,10,37
9,10,37
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,90
9,10,77
9,10,77
9,10,77
9,10,23
9,10,90
9,10,90
9,10,37
9,10,37
9,10,37
9,10,77
9,10,77
9,10,77
9,10,90
9,14,40
9,14,40
9,10,90
9,10,90
9,10,90
9,10,37
9,10,37
9,10,77
9,10,90
9,14,26
9,10,80
9,10,80
9,11,90
9,10,90
9,10,77
9,14,26
9,10,31
9,10,33
9,10,37
9,10,77
9,10,90
9,10,90
9,10,33
9,10,33
9,10,90
9,10,90
9,10,37
9,10,85
9,10,37
9,10,37
9,10,33
9,10,85
9,10,85
9,10,85
9,10,26
9,10,33
9,11,87
10,14,40
10,14,26
10,14,26
10,14,53
10,14,61
10,14,60
10,14,55
10,14,55
10,14,26
10,14,26
10,10,79
10,14,26
10,14,63
10,14,40
10,14,40
10,17,104
10,14,26
10,17,53
10,17,104
10,13,104
10,14,26
10,14,26
10,14,26
10,14,40
10,14,26
10,14,26
10,10,33
10,10,33
10,10,90
10,10,90
10,18,37
10,18,37
10,18,85
10,16,23
10,16,21
10,13,21
10,13,21
10,13,94
10,14,21
10,8,105
10,18,37
10,11,21
10,11,21
10,11,21
10,11,56
10,11,105
10,11,36
10,11,36
10,11,36
10,10,97
10,13,106
10,18,37
10,14,29
10,16,62
10,16,107
10,16,21
10,18,37
10,18,37
10,14,108
10,11,26
10,11,36
10,11,37
10,11,109
10,11,36
10,11,62
10,11,36
10,11,109
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,14,110
10,16,26
10,13,41
10,13,41
10,13,41
10,13,41
10,13,107
10,13,107
10,13,107
10,13,23
10,13,23
10,13,23
10,13,41
10,13,41
10,13,41
10,13,41
10,13,41
10,13,41
10,13,53
10,18,37
10,18,37
10,13,41
10,14,33
10,14,33
10,18,37
10,18,37
10,18,37
10,18,37
10,18,37
10,18,109
10,18,109
10,18,109
10,18,111
10,14,63
10,14,62
10,14,60
10,14,62
10,14,62
10,18,62
10,10,90
10,13,21
10,13,23
10,13,23
10,13,23
10,13,23
10,13,62
10,18,37
10,18,37
10,14,33
10,14,33
10,18,37
10,18,112
10,14,33
10,14,33
10,13,94
10,13,94
10,13,44
10,13,23
10,13,107
10,14,40
10,13,23
10,13,53
10,13,94
10,13,94
10,13,107
10,14,97
10,13,94
10,13,94
10,13,94
10,13,94
10,13,23
10,13,23
10,13,23
10,11,62
10,11,80
10,11,80
10,11,53
10,11,56
10,11,53
10,13,53
10,11,21
10,18,81
10,18,37
10,14,40
10,14,113
10,14,26
10,13,80
10,10,80
10,13,60
10,14,26
10,14,26
10,14,26
10,14,55
10,9,60
10,13,60
10,10,33
10,10,33
10,13,104
10,13,104
10,18,37
10,13,53
10,14,40
10,14,40
10,14,26
10,14,62
10,13,94
10,14,26
10,14,26
10,14,53
10,14,53
10,14,26
10,14,26
10,14,26
10,14,55
10,10,60
10,14,26
10,14,26
10,14,26
10,14,26
10,14,92
10,10,33
10,10,33
10,10,33
10,11,53
10,10,81
10,10,114
10,10,114
10,14,115
10,14,40
10,14,40
10,14,26
10,14,26
10,14,26
10,11,36
10,10,33
10,10,33
10,10,37
10,10,37
10,10,37
10,10,90
10,14,90
10,10,116
10,10,73
10,10,90
10,10,90
10,10,90
10,10,90
10,10,90
10,14,90
10,10,33
10,10,33
10,14,23
10,14,23
10,14,26
10,10,33
10,14,55
10,10,79
10,10,33
10,10,90
10,10,33
10,10,90
10,10,33
10,10,33
10,10,90
10,10,90
10,10,56
10,14,33
10,14,23
10,10,90
10,14,33
10,10,90
10,10,90
10,10,90
10,10,90
10,10,33
10,10,33
10,11,36
10,11,36
10,11,36
10,14,26
10,10,62
10,14,26
10,11,36
10,11,36
10,11,87
10,11,56
10,14,40
10,14,26
10,10,90
10,10,90
10,14,26
10,10,90
10,10,90
10,14,60
10,14,55
10,14,55
10,14,60
10,14,55
10,14,30
10,14,60
10,14,55
10,14,23
10,14,26
10,14,55
10,14,55
10,14,60
10,14,26
10,10,90
10,10,90
10,14,33
10,11,90
10,10,90
10,11,36
10,11,87
10,10,33
10,10,30
10,14,36
10,10,90
10,10,90
10,14,110
10,10,81
10,10,90
10,11,36
10,11,87
10,10,33
10,10,33
10,10,33
10,10,33
10,10,33
10,10,33
10,14,90
10,14,90
10,14,26
10,10,90
10,10,90
10,10,90
10,10,90
10,10,85
10,10,37
10,10,37
10,10,33
10,10,33
10,14,55
10,14,55
10,14,55
10,10,90
10,10,90
10,10,33
10,10,90
10,10,90
10,10,90
10,10,90
10,10,90
10,14,55
10,14,30
10,14,30
10,13,53
10,10,90
10,10,90
10,10,90
10,13,21
10,13,21
10,10,90
10,16,56
10,14,26
10,10,90
10,10,90
10,10,90
10,10,90
10,14,36
10,10,33
10,10,90
10,10,90
10,10,90
10,10,33
10,10,33
10,10,90
10,10,37
10,10,30
10,10,37
10,10,37
10,10,90
10,14,40
10,10,90
10,10,90
10,10,90
10,10,90
10,10,90
10,10,36
10,10,90
10,10,90
10,14,55
10,14,26
10,14,55
10,14,55
10,14,55
10,14,55
10,10,33
10,10,33
10,10,33
10,14,55
10,14,60
10,14,55
10,14,117
10,14,30
10,14,30
10,14,26
10,13,53
10,10,63
10,14,26
10,10,63
10,10,90
10,10,90
10,10,60
10,14,60
10,13,62
10,10,90
10,14,26
11,14,55
11,14,55
11,18,29
11,18,37
11,18,29
11,14,55
11,16,21
11,13,23
11,13,23
11,14,118
11,13,107
11,13,107
11,14,33
11,14,33
11,14,92
11,14,55
11,14,92
11,11,87
11,11,36
11,11,87
11,11,36
11,10,107
11,13,107
11,14,30
11,18,37
11,14,55
11,13,53
11,13,53
11,13,53
11,14,118
11,14,53
11,14,36
11,14,36
11,14,26
11,14,26
11,14,40
11,14,36
11,14,36
11,14,61
11,14,62
11,14,26
11,14,118
11,14,40
11,13,107
11,14,92
11,14,55
11,14,63
11,10,37
11,14,26
11,14,26
11,14,81
11,11,36
11,11,36
11,11,87
11,13,94
11,13,94
11,13,107
11,16,107
11,16,107
11,14,40
11,13,107
11,13,107
11,13,107
11,13,94
11,14,36
11,14,91
11,13,21
11,13,21
11,14,81
11,14,36
11,14,55
11,14,92
11,14,40
11,14,97
11,14,97
11,14,55
11,16,107
11,14,61
11,14,36
11,14,36
11,14,61
11,14,40
11,14,94
11,14,81
11,14,55
11,14,26
11,16,53
11,13,53
11,13,115
11,13,115
11,14,30
11,13,107
11,13,107
11,13,107
11,13,94
11,13,104
11,14,63
11,14,63
11,14,26
11,10,37
11,10,37
11,10,37
11,10,37
11,15,23
11,15,23
11,15,53
11,14,40
11,11,36
11,11,107
11,11,102
11,11,59
11,11,59
11,14,26
11,14,26
11,14,36
11,14,23
11,14,36
11,14,36
11,14,20
11,16,21
11,11,30
11,14,26
11,14,88
11,14,26
11,14,26
11,14,30
11,14,30
11,14,36
11,14,63
11,14,23
11,13,23
11,13,23
11,13,29
11,13,53
11,13,107
11,13,107
11,13,62
11,13,107
11,16,107
11,13,107
11,13,107
11,13,23
11,13,23
11,13,23
11,13,23
11,13,23
11,17,53
11,17,53
11,17,53
11,17,53
11,17,53
11,16,36
11,16,36
11,13,29
11,17,23
11,17,23
11,17,23
11,17,23
11,17,23
11,17,53
11,17,53
11,13,53
11,13,53
11,13,23
11,13,23
11,13,107
11,16,107
11,17,53
11,13,53
11,13,53
11,13,53
11,13,53
11,17,53
11,16,107
11,14,55
11,14,117
11,14,55
11,14,30
11,14,30
11,16,30
11,14,26
11,14,30
11,14,26
11,11,36
11,15,23
11,15,23
11,15,53
12,14,55
12,14,55
12,14,41
12,14,26
12,14,23
12,14,40
12,14,26
12,14,26
12,14,26
12,14,26
12,14,26
12,14,55
12,14,26
12,14,23
12,14,61
12,14,40
12,14,67
12,14,40
12,14,23
12,14,26
12,14,26
12,14,26
12,14,40
12,16,26
12,14,26
12,14,33
12,14,62
12,14,88
12,14,26
12,14,26
12,14,26
12,14,115
12,14,26
12,14,26
12,14,107
12,10,104
12,14,40
12,16,119
12,14,26
12,14,26
12,14,63
12,14,33
12,14,33
12,14,33
12,14,33
12,14,33
12,14,33
12,14,33
12,14,26
12,14,72
12,14,26
12,14,26
12,14,33
12,14,33
12,14,33
12,14,26
12,14,36
12,14,107
12,18,37
12,18,37
12,18,37
12,18,37
12,18,120
12,14,33
12,14,33
12,16,107
12,16,107
12,14,33
12,14,33
12,14,33
12,14,37
12,14,26
12,14,33
12,14,62
12,16,107
12,11,36
12,14,115
12,14,26
12,14,33
12,14,33
12,16,26
12,14,26
12,14,61
12,14,33
12,14,26
12,14,26
12,14,40
12,14,26
12,14,90
12,13,23
12,14,40
12,14,121
12,14,33
12,14,33
12,14,30
12,14,33
12,14,26
12,14,41
12,14,41
12,14,26
12,14,26
12,10,90
12,14,30
12,18,37
12,14,26
12,13,101
12,14,101
12,16,107
12,16,107
12,14,26
12,14,122
12,14,120
12,14,26
12,14,55
12,14,120
12,14,61
12,14,30
12,14,120
12,13,23
12,13,23
12,13,23
12,14,21
12,14,118
12,13,23
12,13,23
12,13,23
12,9,118
12,14,30
12,14,55
12,14,61
12,14,92
12,14,92
12,14,55
12,14,67
12,14,92
12,14,63
12,14,40
12,14,55
12,13,94
12,13,94
12,13,94
12,13,94
12,13,94
12,13,94
12,13,94
12,14,55
12,14,117
12,13,107
12,13,107
12,11,36
12,18,37
12,16,107
12,14,107
12,15,23
12,15,23
12,15,53
12,16,37
12,16,53
12,16,41
12,14,30
12,14,23
12,14,26
12,14,26
12,14,26
12,14,26
12,14,115
12,14,26
12,14,26
12,14,26
12,14,26
12,14,30
12,14,33
12,14,30
12,14,96
12,14,107
12,14,26
12,14,26
12,14,40
12,14,26
12,14,26
12,14,26
12,14,109
12,16,21
12,16,79
12,14,26
12,14,96
12,14,26
12,13,53
12,13,53
12,13,53
12,13,53
12,17,53
12,17,53
12,17,23
12,17,94
12,13,53
12,17,53
12,17,53
12,17,53
12,17,21
12,14,109
12,11,36
12,11,36
12,11,36
12,14,36
12,14,30
12,14,63
12,14,26
12,14,30
12,14,96
12,17,23
